"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
5.240,0.27,0.28,0.68,5.240,0.27,0.26,0.84,5.240,0.24,0.23,1.32,5.240,0.32,0.18,-0.30,5.240,0.25,0.16,1.23,5.240,0.25,0.04,1.21,5.240,0.27,-0.26,0.74,5.240,0.25,0.13,1.06,5.240,0.24,0.11,1.34,5.240,0.35,-0.24,-0.80,5.240,0.24,0.18,1.30,5.240,0.27,-0.18,0.78,5.240,0.35,-0.19,-0.90,5.240,0.24,-0.07,1.28,5.240,0.31,0.28,-0.02,5.240,0.36,-0.19,-1.12,5.240,0.38,0.09,-1.41,5.240,0.26,-0.19,1.00,5.240,0.30,0.27,0.12,5.240,0.36,0.18,-1.14
5.280,0.29,0.30,0.44,5.280,0.28,0.29,0.61,5.280,0.25,0.28,1.10,5.280,0.33,0.17,-0.45,5.280,0.25,0.21,1.07,5.280,0.25,0.08,1.16,5.280,0.26,-0.22,0.93,5.280,0.26,0.17,0.94,5.280,0.25,0.16,1.22,5.280,0.34,-0.27,-0.59,5.280,0.25,0.23,1.13,5.280,0.26,-0.15,0.91,5.280,0.34,-0.23,-0.73,5.280,0.24,-0.01,1.31,5.280,0.32,0.27,-0.25,5.280,0.35,-0.23,-0.94,5.280,0.38,0.03,-1.46,5.280,0.25,-0.15,1.14,5.280,0.31,0.27,-0.10,5.280,0.37,0.13,-1.25
5.320,0.30,0.32,0.19,5.320,0.29,0.31,0.37,5.320,0.26,0.32,0.85,5.320,0.34,0.15,-0.58,5.320,0.26,0.25,0.87,5.320,0.25,0.13,1.07,5.320,0.25,-0.18,1.09,5.320,0.27,0.20,0.78,5.320,0.26,0.21,1.06,5.320,0.33,-0.29,-0.36,5.320,0.26,0.27,0.93,5.320,0.26,-0.11,1.01,5.320,0.33,-0.25,-0.53,5.320,0.24,0.04,1.30,5.320,0.33,0.26,-0.47,5.320,0.34,-0.26,-0.73,5.320,0.38,-0.03,-1.45,5.320,0.25,-0.10,1.25,5.320,0.32,0.26,-0.31,5.320,0.37,0.08,-1.34
5.360,0.31,0.32,-0.08,5.360,0.30,0.32,0.12,5.360,0.28,0.35,0.57,5.360,0.34,0.12,-0.70,5.360,0.27,0.28,0.65,5.360,0.26,0.17,0.95,5.360,0.25,-0.13,1.21,5.360,0.28,0.23,0.60,5.360,0.26,0.25,0.86,5.360,0.31,-0.30,-0.12,5.360,0.27,0.30,0.68,5.360,0.25,-0.06,1.09,5.360,0.32,-0.27,-0.30,5.360,0.25,0.09,1.24,5.360,0.34,0.23,-0.67,5.360,0.33,-0.29,-0.50,5.360,0.38,-0.09,-1.40,5.360,0.24,-0.05,1.32,5.360,0.33,0.24,-0.51,5.360,0.38,0.02,-1.39
5.400,0.32,0.31,-0.34,5.400,0.31,0.31,-0.14,5.400,0.29,0.36,0.28,5.400,0.35,0.09,-0.78,5.400,0.29,0.30,0.42,5.400,0.27,0.21,0.79,5.400,0.24,-0.08,1.30,5.400,0.29,0.25,0.39,5.400,0.28,0.28,0.64,5.400,0.30,-0.30,0.13,5.400,0.29,0.32,0.42,5.400,0.25,-0.02,1.13,5.400,0.31,-0.28,-0.08,5.400,0.25,0.14,1.14,5.400,0.35,0.20,-0.84,5.400,0.32,-0.30,-0.26,5.400,0.37,-0.14,-1.30,5.400,0.24,0.01,1.33,5.400,0.34,0.22,-0.70,5.400,0.38,-0.04,-1.38
5.440,0.34,0.29,-0.58,5.440,0.33,0.30,-0.39,5.440,0.31,0.37,-0.02,5.440,0.35,0.06,-0.83,5.440,0.30,0.31,0.17,5.440,0.28,0.23,0.59,5.440,0.24,-0.03,1.35,5.440,0.30,0.26,0.18,5.440,0.29,0.30,0.39,5.440,0.29,-0.29,0.36,5.440,0.30,0.34,0.14,5.440,0.25,0.03,1.12,5.440,0.30,-0.28,0.14,5.440,0.26,0.18,1.01,5.440,0.36,0.17,-0.99,5.440,0.31,-0.31,-0.01,5.440,0.37,-0.19,-1.17,5.440,0.24,0.06,1.30,5.440,0.35,0.19,-0.86,5.440,0.37,-0.09,-1.32
5.480,0.35,0.26,-0.80,5.480,0.34,0.28,-0.64,5.480,0.32,0.36,-0.32,5.480,0.35,0.02,-0.86,5.480,0.31,0.31,-0.10,5.480,0.29,0.25,0.39,5.480,0.24,0.03,1.36,5.480,0.31,0.27,-0.04,5.480,0.30,0.31,0.14,5.480,0.28,-0.27,0.60,5.480,0.31,0.34,-0.14,5.480,0.25,0.07,1.07,5.480,0.29,-0.27,0.36,5.480,0.27,0.22,0.84,5.480,0.36,0.12,-1.10,5.480,0.30,-0.31,0.25,5.480,0.36,-0.24,-1.01,5.480,0.25,0.11,1.22,5.480,0.36,0.15,-1.00,5.480,0.37,-0.14,-1.21
5.520,0.36,0.22,-1.00,5.520,0.35,0.25,-0.86,5.520,0.34,0.34,-0.62,5.520,0.35,-0.01,-0.86,5.520,0.32,0.30,-0.35,5.520,0.30,0.27,0.19,5.520,0.24,0.08,1.31,5.520,0.32,0.26,-0.25,5.520,0.31,0.31,-0.13,5.520,0.27,-0.24,0.82,5.520,0.33,0.32,-0.41,5.520,0.26,0.11,0.98,5.520,0.28,-0.25,0.58,5.520,0.27,0.25,0.65,5.520,0.37,0.08,-1.19,5.520,0.28,-0.29,0.50,5.520,0.35,-0.27,-0.80,5.520,0.25,0.16,1.10,5.520,0.36,0.11,-1.10,5.520,0.36,-0.19,-1.08
5.560,0.37,0.18,-1.16,5.560,0.36,0.21,-1.05,5.560,0.35,0.31,-0.89,5.560,0.35,-0.05,-0.85,5.560,0.34,0.29,-0.59,5.560,0.31,0.27,-0.03,5.560,0.25,0.13,1.21,5.560,0.33,0.25,-0.46,5.560,0.33,0.30,-0.38,5.560,0.26,-0.20,1.01,5.560,0.34,0.30,-0.66,5.560,0.26,0.15,0.87,5.560,0.27,-0.22,0.77,5.560,0.29,0.27,0.43,5.560,0.37,0.03,-1.24,5.560,0.27,-0.27,0.73,5.560,0.34,-0.30,-0.57,5.560,0.26,0.20,0.94,5.560,0.37,0.06,-1.16,5.560,0.35,-0.23,-0.92
5.600,0.37,0.13,-1.29,5.600,0.37,0.17,-1.19,5.600,0.36,0.27,-1.12,5.600,0.35,-0.08,-0.80,5.600,0.35,0.26,-0.81,5.600,0.32,0.26,-0.26,5.600,0.25,0.18,1.07,5.600,0.34,0.22,-0.65,5.600,0.34,0.28,-0.61,5.600,0.25,-0.16,1.15,5.600,0.35,0.27,-0.89,5.600,0.27,0.18,0.72,5.600,0.26,-0.18,0.94,5.600,0.30,0.29,0.20,5.600,0.37,-0.02,-1.25,5.600,0.26,-0.23,0.93,5.600,0.32,-0.32,-0.32,5.600,0.27,0.24,0.76,5.600,0.37,0.01,-1.19,5.600,0.34,-0.26,-0.72
5.640,0.38,0.08,-1.38,5.640,0.37,0.12,-1.30,5.640,0.37,0.22,-1.31,5.640,0.34,-0.11,-0.72,5.640,0.36,0.22,-1.00,5.640,0.33,0.25,-0.48,5.640,0.26,0.22,0.90,5.640,0.35,0.19,-0.82,5.640,0.35,0.25,-0.82,5.640,0.25,-0.11,1.25,5.640,0.36,0.23,-1.09,5.640,0.28,0.21,0.56,5.640,0.25,-0.14,1.07,5.640,0.31,0.29,-0.05,5.640,0.37,-0.07,-1.20,5.640,0.25,-0.19,1.10,5.640,0.31,-0.33,-0.06,5.640,0.28,0.26,0.55,5.640,0.37,-0.04,-1.17,5.640,0.33,-0.29,-0.48
5.680,0.38,0.02,-1.41,5.680,0.38,0.06,-1.37,5.680,0.38,0.17,-1.46,5.680,0.34,-0.14,-0.61,5.680,0.36,0.18,-1.16,5.680,0.34,0.22,-0.67,5.680,0.27,0.25,0.70,5.680,0.35,0.16,-0.96,5.680,0.36,0.22,-1.01,5.680,0.24,-0.06,1.31,5.680,0.37,0.18,-1.25,5.680,0.29,0.23,0.38,5.680,0.25,-0.10,1.18,5.680,0.32,0.28,-0.29,5.680,0.36,-0.12,-1.12,5.680,0.25,-0.14,1.25,5.680,0.30,-0.32,0.21,5.680,0.29,0.28,0.33,5.680,0.36,-0.08,-1.12,5.680,0.32,-0.30,-0.23
5.720,0.38,-0.04,-1.39,5.720,0.38,0.01,-1.40,5.720,0.39,0.10,-1.57,5.720,0.33,-0.16,-0.48,5.720,0.37,0.13,-1.28,5.720,0.35,0.19,-0.83,5.720,0.28,0.28,0.48,5.720,0.36,0.12,-1.07,5.720,0.37,0.17,-1.17,5.720,0.24,0.00,1.34,5.720,0.38,0.13,-1.38,5.720,0.30,0.24,0.19,5.720,0.25,-0.05,1.24,5.720,0.33,0.27,-0.51,5.720,0.36,-0.16,-0.99,5.720,0.24,-0.09,1.35,5.720,0.28,-0.31,0.48,5.720,0.30,0.29,0.09,5.720,0.36,-0.13,-1.03,5.720,0.31,-0.31,0.02
5.760,0.37,-0.09,-1.33,5.760,0.38,-0.05,-1.38,5.760,0.39,0.04,-1.62,5.760,0.32,-0.18,-0.34,5.760,0.38,0.07,-1.36,5.760,0.36,0.16,-0.97,5.760,0.29,0.29,0.25,5.760,0.36,0.07,-1.15,5.760,0.37,0.12,-1.29,5.760,0.24,0.05,1.33,5.760,0.38,0.07,-1.46,5.760,0.31,0.25,-0.01,5.760,0.25,0.00,1.26,5.760,0.34,0.24,-0.72,5.760,0.35,-0.20,-0.85,5.760,0.24,-0.03,1.39,5.760,0.27,-0.29,0.73,5.760,0.31,0.29,-0.16,5.760,0.35,-0.17,-0.92,5.760,0.30,-0.30,0.26
5.800,0.37,-0.15,-1.23,5.800,0.37,-0.11,-1.31,5.800,0.39,-0.03,-1.62,5.800,0.32,-0.19,-0.19,5.800,0.38,0.02,-1.40,5.800,0.36,0.12,-1.08,5.800,0.31,0.30,0.01,5.800,0.37,0.02,-1.18,5.800,0.38,0.07,-1.36,5.800,0.24,0.10,1.27,5.800,0.38,0.01,-1.50,5.800,0.32,0.24,-0.21,5.800,0.25,0.05,1.23,5.800,0.35,0.21,-0.89,5.800,0.34,-0.23,-0.68,5.800,0.24,0.02,1.38,5.800,0.26,-0.25,0.97,5.800,0.33,0.28,-0.39,5.800,0.35,-0.20,-0.77,5.800,0.28,-0.29,0.49
5.840,0.36,-0.19,-1.10,5.840,0.37,-0.16,-1.20,5.840,0.39,-0.09,-1.57,5.840,0.31,-0.19,-0.04,5.840,0.38,-0.04,-1.38,5.840,0.36,0.07,-1.15,5.840,0.32,0.29,-0.23,5.840,0.37,-0.03,-1.17,5.840,0.38,0.01,-1.39,5.840,0.25,0.15,1.16,5.840,0.38,-0.05,-1.48,5.840,0.33,0.23,-0.40,5.840,0.25,0.10,1.15,5.840,0.36,0.17,-1.03,5.840,0.33,-0.25,-0.48,5.840,0.24,0.08,1.34,5.840,0.25,-0.21,1.17,5.840,0.34,0.26,-0.61,5.840,0.34,-0.23,-0.60,5.840,0.27,-0.26,0.72
5.880,0.35,-0.24,-0.94,5.880,0.36,-0.20,-1.06,5.880,0.38,-0.15,-1.47,5.880,0.30,-0.19,0.13,5.880,0.37,-0.10,-1.32,5.880,0.37,0.02,-1.19,5.880,0.33,0.28,-0.47,5.880,0.36,-0.07,-1.13,5.880,0.38,-0.05,-1.37,5.880,0.26,0.20,1.01,5.880,0.38,-0.11,-1.41,5.880,0.34,0.21,-0.57,5.880,0.26,0.15,1.04,5.880,0.36,0.12,-1.15,5.880,0.32,-0.27,-0.26,5.880,0.25,0.13,1.26,5.880,0.24,-0.16,1.32,5.880,0.35,0.23,-0.80,5.880,0.33,-0.25,-0.39,5.880,0.26,-0.23,0.93
5.920,0.34,-0.27,-0.73,5.920,0.35,-0.24,-0.87,5.920,0.37,-0.21,-1.32,5.920,0.29,-0.18,0.28,5.920,0.37,-0.15,-1.22,5.920,0.37,-0.03,-1.19,5.920,0.34,0.25,-0.69,5.920,0.36,-0.12,-1.06,5.920,0.37,-0.10,-1.31,5.920,0.27,0.24,0.81,5.920,0.37,-0.16,-1.29,5.920,0.34,0.18,-0.73,5.920,0.26,0.19,0.90,5.920,0.37,0.08,-1.23,5.920,0.31,-0.28,-0.03,5.920,0.25,0.18,1.14,5.920,0.24,-0.10,1.41,5.920,0.36,0.19,-0.97,5.920,0.32,-0.26,-0.18,5.920,0.25,-0.19,1.10
5.960,0.33,-0.29,-0.48,5.960,0.34,-0.27,-0.66,5.960,0.36,-0.26,-1.12,5.960,0.29,-0.17,0.42,5.960,0.36,-0.19,-1.08,5.960,0.36,-0.07,-1.15,5.960,0.35,0.22,-0.88,5.960,0.35,-0.16,-0.95,5.960,0.37,-0.15,-1.21,5.960,0.28,0.26,0.60,5.960,0.36,-0.21,-1.14,5.960,0.35,0.15,-0.87,5.960,0.27,0.22,0.73,5.960,0.37,0.02,-1.28,5.960,0.30,-0.27,0.20,5.960,0.26,0.22,0.96,5.960,0.24,-0.04,1.45,5.960,0.36,0.15,-1.11,5.960,0.31,-0.26,0.04,5.960,0.25,-0.14,1.24
6.000,0.32,-0.31,-0.23,6.000,0.33,-0.30,-0.42,6.000,0.35,-0.30,-0.89,6.000,0.28,-0.15,0.55,6.000,0.35,-0.24,-0.90,6.000,0.36,-0.12,-1.07,6.000,0.36,0.18,-1.04,6.000,0.35,-0.19,-0.80,6.000,0.36,-0.20,-1.06,6.000,0.29,0.28,0.37,6.000,0.35,-0.26,-0.94,6.000,0.36,0.11,-0.97,6.000,0.28,0.25,0.54,6.000,0.37,-0.03,-1.27,6.000,0.29,-0.26,0.42,6.000,0.27,0.26,0.75,6.000,0.24,0.02,1.46,6.000,0.37,0.10,-1.21,6.000,0.30,-0.26,0.25,6.000,0.24,-0.09,1.32
6.040,0.31,-0.31,0.02,6.040,0.32,-0.31,-0.18,6.040,0.34,-0.33,-0.64,6.040,0.27,-0.12,0.66,6.040,0.34,-0.27,-0.70,6.040,0.36,-0.16,-0.96,6.040,0.37,0.14,-1.17,6.040,0.34,-0.22,-0.62,6.040,0.35,-0.24,-0.88,6.040,0.30,0.29,0.14,6.040,0.34,-0.29,-0.72,6.040,0.36,0.07,-1.04,6.040,0.29,0.26,0.33,6.040,0.37,-0.08,-1.22,6.040,0.28,-0.24,0.62,6.040,0.28,0.28,0.52,6.040,0.24,0.08,1.41,6.040,0.37,0.05,-1.27,6.040,0.29,-0.24,0.45,6.040,0.24,-0.03,1.36
6.080,0.29,-0.31,0.26,6.080,0.30,-0.31,0.07,6.080,0.33,-0.35,-0.37,6.080,0.27,-0.10,0.75,6.080,0.33,-0.29,-0.47,6.080,0.35,-0.20,-0.82,6.080,0.37,0.09,-1.27,6.080,0.33,-0.24,-0.43,6.080,0.34,-0.27,-0.68,6.080,0.31,0.29,-0.09,6.080,0.33,-0.31,-0.48,6.080,0.36,0.03,-1.07,6.080,0.30,0.27,0.11,6.080,0.36,-0.13,-1.14,6.080,0.27,-0.21,0.80,6.080,0.29,0.30,0.29,6.080,0.24,0.13,1.32,6.080,0.37,-7.50E-4,-1.29,6.080,0.28,-0.22,0.65,6.080,0.24,0.02,1.36
6.120,0.28,-0.29,0.51,6.120,0.29,-0.30,0.32,6.120,0.31,-0.36,-0.08,6.120,0.27,-0.06,0.82,6.120,0.32,-0.31,-0.22,6.120,0.34,-0.23,-0.65,6.120,0.37,0.04,-1.32,6.120,0.32,-0.26,-0.23,6.120,0.33,-0.29,-0.45,6.120,0.32,0.29,-0.33,6.120,0.32,-0.33,-0.22,6.120,0.36,-0.02,-1.07,6.120,0.31,0.27,-0.11,6.120,0.36,-0.17,-1.02,6.120,0.26,-0.17,0.96,6.120,0.31,0.31,0.04,6.120,0.25,0.18,1.20,6.120,0.37,-0.05,-1.26,6.120,0.27,-0.19,0.82,6.120,0.24,0.08,1.32
6.160,0.27,-0.27,0.75,6.160,0.28,-0.28,0.57,6.160,0.30,-0.36,0.22,6.160,0.27,-0.03,0.86,6.160,0.31,-0.31,0.03,6.160,0.33,-0.25,-0.44,6.160,0.37,-0.02,-1.32,6.160,0.31,-0.26,-0.01,6.160,0.32,-0.31,-0.21,6.160,0.33,0.27,-0.56,6.160,0.31,-0.33,0.05,6.160,0.36,-0.06,-1.05,6.160,0.32,0.26,-0.34,6.160,0.35,-0.21,-0.87,6.160,0.25,-0.13,1.09,6.160,0.32,0.30,-0.22,6.160,0.26,0.23,1.03,6.160,0.37,-0.10,-1.19,6.160,0.26,-0.15,0.96,6.160,0.25,0.13,1.24
6.200,0.26,-0.23,0.96,6.200,0.27,-0.26,0.79,6.200,0.28,-0.34,0.52,6.200,0.26,0.01,0.88,6.200,0.29,-0.30,0.27,6.200,0.32,-0.26,-0.23,6.200,0.37,-0.07,-1.27,6.200,0.30,-0.26,0.20,6.200,0.31,-0.31,0.05,6.200,0.34,0.24,-0.77,6.200,0.29,-0.32,0.32,6.200,0.36,-0.10,-0.99,6.200,0.33,0.25,-0.55,6.200,0.34,-0.24,-0.68,6.200,0.25,-0.09,1.19,6.200,0.33,0.29,-0.47,6.200,0.27,0.27,0.81,6.200,0.36,-0.15,-1.09,6.200,0.25,-0.11,1.07,6.200,0.25,0.18,1.11
6.240,0.25,-0.19,1.13,6.240,0.26,-0.22,0.98,6.240,0.27,-0.32,0.79,6.240,0.27,0.04,0.85,6.240,0.28,-0.29,0.52,6.240,0.31,-0.27,-0.01,6.240,0.37,-0.12,-1.20,6.240,0.29,-0.25,0.40,6.240,0.29,-0.30,0.30,6.240,0.35,0.21,-0.95,6.240,0.28,-0.31,0.59,6.240,0.35,-0.14,-0.89,6.240,0.34,0.22,-0.74,6.240,0.33,-0.26,-0.48,6.240,0.25,-0.04,1.25,6.240,0.34,0.27,-0.68,6.240,0.28,0.29,0.56,6.240,0.36,-0.19,-0.96,6.240,0.25,-0.07,1.15,6.240,0.26,0.22,0.93
6.280,0.25,-0.14,1.26,6.280,0.25,-0.18,1.15,6.280,0.26,-0.28,1.03,6.280,0.27,0.07,0.80,6.280,0.27,-0.26,0.75,6.280,0.30,-0.26,0.20,6.280,0.36,-0.17,-1.08,6.280,0.28,-0.23,0.59,6.280,0.28,-0.28,0.54,6.280,0.36,0.16,-1.09,6.280,0.27,-0.28,0.83,6.280,0.34,-0.17,-0.75,6.280,0.35,0.19,-0.90,6.280,0.32,-0.28,-0.25,6.280,0.25,0.01,1.25,6.280,0.35,0.23,-0.88,6.280,0.29,0.31,0.31,6.280,0.35,-0.23,-0.79,6.280,0.25,-0.02,1.19,6.280,0.27,0.25,0.73
6.320,0.24,-0.09,1.35,6.320,0.24,-0.13,1.28,6.320,0.25,-0.23,1.24,6.320,0.27,0.11,0.72,6.320,0.26,-0.23,0.95,6.320,0.29,-0.25,0.41,6.320,0.35,-0.21,-0.93,6.320,0.27,-0.20,0.76,6.320,0.27,-0.26,0.77,6.320,0.37,0.12,-1.21,6.320,0.26,-0.24,1.04,6.320,0.34,-0.20,-0.59,6.320,0.36,0.15,-1.03,6.320,0.31,-0.28,-0.02,6.320,0.25,0.07,1.20,6.320,0.36,0.19,-1.06,6.320,0.30,0.32,0.06,6.320,0.34,-0.25,-0.59,6.320,0.25,0.03,1.18,6.320,0.28,0.28,0.51
6.360,0.24,-0.03,1.40,6.360,0.24,-0.07,1.36,6.360,0.24,-0.18,1.42,6.360,0.28,0.13,0.61,6.360,0.25,-0.18,1.12,6.360,0.28,-0.23,0.61,6.360,0.34,-0.24,-0.74,6.360,0.26,-0.16,0.92,6.360,0.26,-0.22,0.96,6.360,0.37,0.07,-1.29,6.360,0.25,-0.19,1.21,6.360,0.33,-0.22,-0.41,6.360,0.36,0.10,-1.13,6.360,0.30,-0.28,0.21,6.360,0.25,0.11,1.12,6.360,0.37,0.15,-1.20,6.360,0.32,0.32,-0.19,6.360,0.33,-0.27,-0.36,6.360,0.25,0.08,1.14,6.360,0.29,0.29,0.28
6.400,0.24,0.03,1.40,6.400,0.24,-0.02,1.39,6.400,0.23,-0.12,1.55,6.400,0.28,0.16,0.49,6.400,0.25,-0.14,1.26,6.400,0.27,-0.20,0.79,6.400,0.33,-0.27,-0.52,6.400,0.26,-0.12,1.05,6.400,0.25,-0.18,1.12,6.400,0.37,0.01,-1.32,6.400,0.24,-0.14,1.36,6.400,0.32,-0.23,-0.23,6.400,0.37,0.06,-1.19,6.400,0.29,-0.27,0.43,6.400,0.26,0.16,1.02,6.400,0.37,0.10,-1.30,6.400,0.33,0.30,-0.45,6.400,0.31,-0.28,-0.13,6.400,0.26,0.12,1.05,6.400,0.31,0.30,0.03
6.440,0.24,0.08,1.35,6.440,0.24,0.04,1.37,6.440,0.23,-0.05,1.62,6.440,0.29,0.17,0.36,6.440,0.24,-0.08,1.35,6.440,0.26,-0.17,0.94,6.440,0.32,-0.28,-0.30,6.440,0.25,-0.08,1.13,6.440,0.25,-0.13,1.25,6.440,0.37,-0.04,-1.30,6.440,0.24,-0.08,1.45,6.440,0.31,-0.24,-0.05,6.440,0.37,0.01,-1.22,6.440,0.28,-0.25,0.65,6.440,0.26,0.19,0.88,6.440,0.37,0.04,-1.36,6.440,0.34,0.28,-0.69,6.440,0.30,-0.28,0.11,6.440,0.26,0.16,0.93,6.440,0.32,0.30,-0.22
6.480,0.25,0.14,1.25,6.480,0.24,0.09,1.32,6.480,0.23,0.01,1.63,6.480,0.30,0.18,0.22,6.480,0.24,-0.03,1.39,6.480,0.26,-0.12,1.07,6.480,0.31,-0.29,-0.07,6.480,0.25,-0.03,1.17,6.480,0.24,-0.08,1.34,6.480,0.37,-0.09,-1.24,6.480,0.23,-0.02,1.49,6.480,0.30,-0.24,0.15,6.480,0.37,-0.04,-1.21,6.480,0.27,-0.22,0.84,6.480,0.27,0.23,0.70,6.480,0.38,-0.01,-1.37,6.480,0.35,0.25,-0.91,6.480,0.29,-0.28,0.35,6.480,0.27,0.19,0.78,6.480,0.33,0.28,-0.45
6.520,0.25,0.18,1.11,6.520,0.25,0.15,1.23,6.520,0.23,0.08,1.58,6.520,0.30,0.19,0.07,6.520,0.24,0.03,1.39,6.520,0.25,-0.08,1.16,6.520,0.30,-0.29,0.17,6.520,0.25,0.02,1.17,6.520,0.24,-0.02,1.38,6.520,0.36,-0.14,-1.14,6.520,0.23,0.04,1.48,6.520,0.29,-0.23,0.34,6.520,0.36,-0.09,-1.15,6.520,0.26,-0.18,1.00,6.520,0.28,0.25,0.49,6.520,0.37,-0.07,-1.33,6.520,0.36,0.21,-1.09,6.520,0.28,-0.26,0.57,6.520,0.28,0.22,0.61,6.520,0.34,0.26,-0.67
6.560,0.26,0.23,0.94,6.560,0.25,0.19,1.08,6.560,0.23,0.14,1.48,6.560,0.31,0.19,-0.09,6.560,0.24,0.09,1.34,6.560,0.25,-0.03,1.19,6.560,0.29,-0.28,0.40,6.560,0.25,0.06,1.14,6.560,0.24,0.03,1.37,6.560,0.36,-0.18,-1.01,6.560,0.24,0.10,1.42,6.560,0.28,-0.21,0.52,6.560,0.36,-0.14,-1.06,6.560,0.25,-0.13,1.13,6.560,0.29,0.27,0.26,6.560,0.37,-0.12,-1.24,6.560,0.37,0.16,-1.23,6.560,0.27,-0.23,0.76,6.560,0.29,0.24,0.42,6.560,0.35,0.23,-0.87
6.600,0.27,0.26,0.74,6.600,0.26,0.23,0.89,6.600,0.24,0.20,1.33,6.600,0.32,0.18,-0.25,6.600,0.25,0.14,1.24,6.600,0.25,0.02,1.19,6.600,0.28,-0.26,0.62,6.600,0.25,0.11,1.07,6.600,0.24,0.09,1.31,6.600,0.35,-0.22,-0.84,6.600,0.24,0.15,1.32,6.600,0.27,-0.19,0.69,6.600,0.35,-0.18,-0.92,6.600,0.25,-0.09,1.22,6.600,0.30,0.27,0.04,6.600,0.36,-0.17,-1.13,6.600,0.37,0.11,-1.33,6.600,0.26,-0.20,0.93,6.600,0.30,0.26,0.21,6.600,0.36,0.19,-1.04
6.640,0.28,0.29,0.52,6.640,0.27,0.27,0.68,6.640,0.25,0.25,1.15,6.640,0.33,0.17,-0.40,6.640,0.25,0.19,1.10,6.640,0.25,0.07,1.15,6.640,0.27,-0.23,0.83,6.640,0.26,0.15,0.96,6.640,0.25,0.14,1.22,6.640,0.34,-0.25,-0.65,6.640,0.25,0.20,1.17,6.640,0.27,-0.15,0.83,6.640,0.35,-0.21,-0.76,6.640,0.24,-0.04,1.27,6.640,0.32,0.27,-0.18,6.640,0.36,-0.21,-0.98,6.640,0.38,0.05,-1.40,6.640,0.25,-0.15,1.07,6.640,0.31,0.26,0.00,6.640,0.37,0.15,-1.17
6.680,0.29,0.30,0.27,6.680,0.28,0.29,0.45,6.680,0.26,0.29,0.94,6.680,0.33,0.15,-0.53,6.680,0.26,0.23,0.92,6.680,0.25,0.11,1.08,6.680,0.26,-0.19,1.01,6.680,0.27,0.19,0.81,6.680,0.25,0.19,1.09,6.680,0.33,-0.28,-0.44,6.680,0.26,0.25,0.97,6.680,0.26,-0.12,0.93,6.680,0.34,-0.24,-0.58,6.680,0.24,0.02,1.28,6.680,0.33,0.26,-0.38,6.680,0.35,-0.25,-0.79,6.680,0.38,-0.01,-1.42,6.680,0.25,-0.11,1.17,6.680,0.32,0.26,-0.22,6.680,0.37,0.10,-1.26
6.720,0.31,0.31,0.01,6.720,0.30,0.30,0.21,6.720,0.27,0.32,0.69,6.720,0.34,0.13,-0.64,6.720,0.27,0.26,0.73,6.720,0.26,0.15,0.98,6.720,0.25,-0.15,1.15,6.720,0.27,0.22,0.64,6.720,0.26,0.23,0.92,6.720,0.32,-0.29,-0.20,6.720,0.27,0.28,0.74,6.720,0.26,-0.08,1.01,6.720,0.33,-0.26,-0.38,6.720,0.25,0.07,1.23,6.720,0.34,0.24,-0.57,6.720,0.34,-0.27,-0.57,6.720,0.38,-0.06,-1.38,6.720,0.25,-0.06,1.23,6.720,0.33,0.24,-0.43,6.720,0.37,0.04,-1.32
